siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
005620281,00013,00562028100013,O,1956-01-01,NN,,,2025-12-06T04:36:01,true,4,,,,,,RUE,DES MINIMES,80100,ABBEVILLE,,,80001,,,,,800011330_B,616653.947836304,7001536.49434735,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N,68.20H
005620307,00016,00562030700016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80570,EMBREVILLE,,,80265,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,21.12,NAP,N,
005620315,00035,00562031500035,O,,NN,,,2024-03-22T15:40:57,true,1,,37,,,,RUE,DES MATHURINS,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,,,,1997-01-01,F,,,,,74.1J,NAF1993,N,
005620349,00018,00562034900018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,PADOS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N,
005620364,00017,00562036400017,O,1900-01-01,NN,,,2024-03-22T15:40:57,true,3,,5,,,,RUE,EDOUARD VAILLANT,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,28.5C,NAF1993,N,
005620380,00013,00562038000013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80270,ALLERY,,,80019,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,44.33,NAP,N,
005620422,00013,00562042200013,O,1900-01-01,NN,,,2024-03-30T18:07:55,false,7,,13,,,,RUE,DU PONT DE BOULOGNE,80100,ABBEVILLE,,,80001,,,,,800011660_B,616591.868235709,7001270.479718059,,,,,,,,,,,,,,,2007-01-01,F,,,,,51.8P,NAFRev1,O,
005620422,00021,00562042200021,O,1900-01-01,NN,,,2024-03-22T15:40:57,false,6,,,,,,,,80620,DOMQUEUR,,,80249,,,,,,,,,,,,,,,,,,,,,,2009-07-10,F,,,,,46.61Z,NAFRev2,O,
005620422,00039,00562042200039,O,1900-01-01,NN,,,2024-03-22T15:40:57,false,5,,,,,,RTE,DE NOYELLES,80132,GRAND-LAVIERS,,,80385,,,,,,,,,,,,,,,,,,,,,,2007-01-01,F,,,,,51.8P,NAFRev1,O,
005620422,00047,00562042200047,O,1990-11-01,NN,,,2024-03-30T18:48:26,false,4,,,,,,RUE,DE LA LIBERATION,80270,AIRAINES,,,80013,,,,,800131000_B,624017.0138824182,6985316.385522862,,,,,,,,,,,,,,,1993-12-25,F,,,,,51.6N,NAF1993,N,
005620422,00054,00562042200054,O,2007-01-01,NN,,,2024-03-22T15:40:57,true,3,,,,,,,ZAC DU GROS JACQUES,80880,ST-QUENTIN-LA-MOTTE-CROIX-BAILLY,,,80714,,,,,,,,,,,,,,,,,,,,,,2009-07-10,F,,,,,46.61Z,NAFRev2,O,
005640057,00013,00564005700013,O,1956-01-01,NN,,,2024-03-30T19:00:14,false,4,,2,,,,AVENUE,DU PARC,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,040490555_B,940930.6764705419,6337624.235742874,,,,,,,,,,,,,,,2010-10-30,F,,,,,68.20B,NAFRev2,N,
005640065,00016,00564006500016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,QUAI,DE LA BEAUME,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005640172,00010,00564017200010,O,,NN,,,2024-03-30T05:21:45,true,1,,,,,,AVENUE,DE VERDUN,04000,DIGNE-LES-BAINS,,,04070,,,,,040701680_B,957717.8159985486,6337333.42628869,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.03,NAP,N,
005640214,00010,00564021400010,O,,NN,,,2024-03-30T08:31:44,true,1,,,,,,RUE,CAPITOUL,04000,DIGNE-LES-BAINS,,,04070,,,,,040700280_B,959120.3130306936,6337893.524450756,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N,
005640255,00013,00564025500013,O,,NN,,,2024-03-30T03:45:27,true,1,,,,,,PLACE,DU TIVOLI,04200,SISTERON,,,04209,,,,,042091660_B,935093.9760666296,6348563.080897751,,,,,,,,,,,,,,,1986-02-17,F,,,,,81.21,NAP,N,
005640313,00010,00564031300010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04370,COLMARS,,,04061,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.22,NAP,N,
005640354,00014,00564035400014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04170,SAINT-ANDRE-LES-ALPES,,,04173,,,,,,,,,,,,,,,,,,,,,,1987-01-14,F,,,,,57.09,NAP,N,
005640388,00012,00564038800012,O,,NN,,,2024-03-30T10:53:33,true,1,,,,,,RUE,DE PROVENCE,04200,SISTERON,,,04209,,,,,042091300_B,935099.7616819025,6348493.699422381,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N,
005640404,00017,00564040400017,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04850,JAUSIERS,,,04096,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005640412,00010,00564041200010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04500,RIEZ,,,04166,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005640420,00013,00564042000013,O,,NN,,,2024-03-30T18:17:31,true,1,,,,,,,LA GARE DE SAINT AUBAN,04600,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,04049B041_B,940105.9231593788,6333744.195167563,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.04,NAP,N,
005640446,00018,00564044600018,O,,NN,,,2024-03-29T22:41:02,true,1,,56,,,,BOULEVARD,GASSENDI,04000,DIGNE-LES-BAINS,,,04070,,,,,040700710_B,959158.658725575,6338041.102798583,,,,,,,,,,,,,,,1995-12-31,F,,,,,52.2C,NAF1993,O,
005640511,00019,00564051100019,O,,NN,,,2024-03-30T07:40:46,true,1,,,,,,RUE,VICTORIN-MAUREL,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,040490725_B,940802.3820030901,6337321.697019965,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005640545,00017,00564054500017,O,,NN,,,2024-03-30T10:25:28,true,1,,,,,,RUE,JULES FERRY,04210,VALENSOLE,,,04230,,,,,042300200_B,940031.5464429365,6308710.188466109,,,,,,,,,,,,,,,1988-06-05,F,,,,,64.30,NAP,N,
005640586,00011,00564058600011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04530,LARCHE,,,04100,,,,,,,,,,,,,,,,,,,,,,1993-03-02,F,,,,,55.1A,NAF1993,N,
005640594,00015,00564059400015,O,,NN,,,2024-03-30T05:26:58,true,1,,,,,,,FONT ROBERT,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,04049B034_B,940831.634666701,6338164.496737149,,,,,,,,,,,,,,,,F,,,,,58.09,NAP,N,
005640602,00024,00564060200024,O,1972-04-01,NN,,,2024-03-30T01:04:18,false,4,,,,,,,LE VILLAGE,04530,SAINT PAUL SUR UBAYE,,,04193,,,,,04193B259_C,,,,,,,,,,,,,,,,,2021-05-01,F,,,,,56.30Z,NAFRev2,N,
005640602,00032,00564060200032,O,1972-04-01,NN,,,2024-03-22T15:40:57,true,4,,,,,,,ESF DU SAUZE,04400,ENCHASTRAYES,,,04073,,,,,,,,,,,,,,,,,,,,,,2021-05-01,F,,,,,93.19Z,NAFRev2,N,
005640669,00015,00564066900015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005640685,00011,00564068500011,O,,NN,,,2024-03-30T13:20:30,true,1,,,,,,,FONT ROBERT,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,04049B034_B,940831.634666701,6338164.496737149,,,,,,,,,,,,,,,1987-01-02,F,,,,,62.11,NAP,N,
005640768,00015,00564076800015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,,,,,F,,,,,86.06,NAP,N,
005640776,00018,00564077600018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,ALL,L MASSE,04700,ORAISON,,,04143,,,,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,64.11,NAP,N,
005640784,00012,00564078400012,O,,NN,,,2024-03-30T15:24:25,true,1,,,,,,RUE,GRANDE,04210,VALENSOLE,,,04230,,,,,042300176_B,939981.1611809664,6308884.650207485,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005640800,00016,00564080000016,O,1956-01-01,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04340,LE LAUZET-UBAYE,,,04102,,,,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,52.1B,NAF1993,N,
005640883,00020,00564088300020,O,,NN,,,2024-03-22T15:40:57,true,1,,3,,,,,GRANDE RUE,04140,SEYNE,,,04205,,,,,,,,,,,,,,,,,,,,,,1994-03-31,F,,,,,52.4E,NAF1993,O,
005640891,00015,00564089100015,O,,NN,,,2024-03-30T06:39:54,true,1,,,,,,RUE,PRINCIPALE,04850,JAUSIERS,,,04096,,,,,040960001_B,997197.8993450522,6375895.296288062,,,,,,,,,,,,,,,1992-05-03,F,,,,,52.1B,NAF1993,N,
005640974,00019,00564097400019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04340,UBAYE-SERRE-PONCON,,,04033,,,,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,52.4E,NAF1993,N,
005640990,00015,00564099000015,O,1956-01-01,NN,,,2024-03-22T15:40:57,true,3,,,,,,RTE,NATIONALE,04800,GREOUX-LES-BAINS,,,04094,,,,,,,,,,,,,,,,,,,,,,2005-04-01,F,,,,,70.2C,NAFRev1,N,
005640990,00023,00564099000023,O,2004-01-01,NN,,,2024-03-30T07:41:45,false,3,,46,,,,AVENUE,DES ALPES,04800,GREOUX-LES-BAINS,,,04094,,,,,040940010_B,932510.3551639116,6299494.263970786,,,,,,,,,,,,,,,2005-04-01,F,,,,,70.2A,NAFRev1,N,
005641055,00016,00564105500016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04120,CASTELLANE,,,04039,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005641063,00010,00564106300010,O,,NN,,,2024-03-30T14:08:04,true,1,,2,,,,PLACE,MARCEL-SAUVAIRE,04120,CASTELLANE,,,04039,,,,,040390110_B,982466.6568467169,6311519.847366071,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005641097,00018,00564109700018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04190,LES MEES,,,04116,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,15.01,NAP,N,
005641139,00018,00564113900018,O,,NN,,,2024-03-30T13:00:00,true,1,,13,,,,RUE,EMILE DONNADIEU,04400,BARCELONNETTE,,,04019,,,,,040190200_B,990784.1961526182,6372028.7038641805,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N,
005641154,00025,00564115400025,O,1981-02-01,NN,,,2025-12-06T03:56:14,true,3,,,,,,,LA CROISETTE,04400,BARCELONNETTE,,,04019,,,,,04019B019_C,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.31Z,NAFRev2,N,68.31Y
005641188,00015,00564118800015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04510,MALLEMOISSON,,,04110,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N,
005641212,00013,00564121200013,O,1956-01-01,NN,,,2024-03-30T08:41:04,true,4,,41,,,,BOULEVARD,GASSENDI,04000,DIGNE-LES-BAINS,,,04070,,,,,040700710_B,958863.3946309267,6337873.429034632,,,,,,,,,,,,,,,2012-06-19,F,,,,,68.20B,NAFRev2,N,
005641220,00016,00564122000016,O,,NN,,,2024-03-30T11:10:51,true,1,,,,,,BOULEVARD,GASSENDI,04000,DIGNE-LES-BAINS,,,04070,,,,,040700710_B,959158.658725575,6338041.102798583,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.98,NAP,N,
005641337,00018,00564133700018,O,,NN,,,2024-03-30T16:32:55,true,1,,,,,,RUE,DROITE,04200,SISTERON,,,04209,,,,,042090480_B,935199.8249975644,6348609.497116943,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.44,NAP,N,
005641428,00015,00564142800015,O,,NN,,,2024-03-30T17:51:46,true,1,,,,,,RUE,GRANDE,04800,GREOUX-LES-BAINS,,,04094,,,,,040940101_B,932217.973809366,6299748.905045619,,,,,,,,,,,,,,,1989-04-05,F,,,,,70.2C,NAF1993,N,
005641618,00011,00564161800011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04700,PUIMICHEL,,,04156,,,,,,,,,,,,,,,,,,,,,,1990-03-31,F,,,,,67.01,NAP,N,
005641634,00018,00564163400018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04320,ENTREVAUX,,,04076,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.23,NAP,N,
005641717,00011,00564171700011,O,,NN,,,2024-03-30T17:19:34,true,1,,23,,,,AVENUE,DU MARECHAL JUIN,04000,DIGNE-LES-BAINS,,,04070,,,,,040701025_B,958182.6821866268,6336731.243602646,,,,,,,,,,,,,,,2000-09-17,F,,,,,50.1Z,NAF1993,N,
005641725,00014,00564172500014,O,1956-01-01,NN,,,2024-03-30T13:05:03,true,4,LES FERREOLS,23,,,,AVENUE,DU MARECHAL JUIN,04000,DIGNE-LES-BAINS,,,04070,,,,,040701025_B,958182.6821866268,6336731.243602646,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.20B,NAFRev2,N,
005641741,00011,00564174100011,O,,NN,,,2024-03-30T10:00:58,true,1,,,,,,PLACE,DU DOCTEUR ITARD,04700,ORAISON,,,04143,,,,,041430155_B,934418.4585933338,6317464.2534376355,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005641758,00015,00564175800015,P,1956-01-01,NN,,,2024-03-22T15:40:57,false,4,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MALIJAI,,[ND],04108,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,2002-12-31,F,[ND],[ND],[ND],[ND],70.2C,NAF1993,N,
005641758,00023,00564175800023,P,2011-04-01,NN,,,2025-04-15T11:11:47,true,2,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MALIJAI,,[ND],04108,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,2011-06-30,F,[ND],[ND],[ND],[ND],70.10Z,NAFRev2,,
005641766,00018,00564176600018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04530,LA CONDAMINE-CHATELARD,,,04062,,,,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N,
005641808,00018,00564180800018,O,1956-01-01,NN,,,2024-03-22T15:40:57,true,4,,,,,,LD,BONS ENFANTS,04200,PEIPIN,,,04145,,,,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.2C,NAF1993,N,
005641816,00011,00564181600011,O,1956-01-01,NN,,,2024-03-22T15:40:57,true,4,,,,,,,,04340,MEOLANS-REVEL,,,04161,,,,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,55.4B,NAF1993,N,
005641824,00015,00564182400015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04500,QUINSON,,,04158,,,,,,,,,,,,,,,,,,,,,,1997-09-24,F,,,,,52.1B,NAF1993,N,
005641873,00012,00564187300012,O,,NN,,,2024-03-29T23:14:53,true,1,,,,,,BOULEVARD,DE LA REPUBLIQUE,04190,LES MEES,,,04116,,,,,041160145_B,938444.2523999268,6330094.812252669,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,
005650031,00015,00565003100015,O,1956-01-01,03,2023,,2025-12-05T23:02:19,true,3,,,,,,QUA,QUARTIER DE LA BEITE,04240,ANNOT,,,04008,,,,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,10.13A,NAFRev2,O,10.89Y
005650031,00023,00565003100023,O,1994-11-01,11,2023,,2025-12-06T02:53:16,false,4,,493,,,,AV,DE LA GARE,04240,ANNOT,,,04008,,,,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,10.13A,NAFRev2,O,10.89Y
005650056,00012,00565005600012,O,1956-01-01,NN,,,2024-03-22T15:40:57,true,4,,,,,,,QUARTIER CHAMPARLAU,04200,PEIPIN,,,04145,,,,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,47.59A,NAFRev2,O,
005650056,00038,00565005600038,O,1900-01-01,NN,,,2024-03-22T15:40:57,false,3,,,,,,QUAI,CHAMPARLAU,04200,PEIPIN,,,04145,,,,,,,,,,,,,,,,,,,,,,1994-10-27,F,,,,,52.4H,NAF1993,N,
005650064,00016,00565006400016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RTE,DE GAP,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005650072,00019,00565007200019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,PL,GENERAL DE GAULLE,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,,,,1989-03-01,F,,,,,57.11,NAP,N,
005650098,00014,00565009800014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,ZI SAINT-PONS,04400,BARCELONNETTE,,,04019,,,,,,,,,,,,,,,,,,,,,,1993-12-18,F,,,,,45.2B,NAF1993,N,
005650106,00015,00565010600015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,STE CLAIRE DEVILLE,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005650122,00012,00565012200012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,FOUX,04260,ALLOS,,,04006,,,,,,,,,,,,,,,,,,,,,,1989-12-26,F,,,,,81.21,NAP,N,
005650130,00015,00565013000015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,LES ARCADES,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005650148,00017,00565014800017,O,1900-01-01,NN,,,2024-03-30T08:31:15,false,3,,13,,,,BOULEVARD,VICTOR HUGO,04000,DIGNE-LES-BAINS,,,04070,,,,,040701690_B,959024.4320123271,6338138.568966243,,,,,,,,,,,,,,,1994-09-19,F,,,,,70.2A,NAF1993,N,
005650148,00025,00565014800025,O,1994-09-19,NN,,,2024-03-30T08:30:58,false,4,,2,,,,RUE,DU JEU DE PAUME,04000,DIGNE-LES-BAINS,,,04070,,,,,040700900_B,959086.1794201336,6337948.0581005225,,,,,,,,,,,,,,,2000-01-01,F,,,,,70.2A,NAF1993,N,
005650148,00033,00565014800033,O,2000-01-01,NN,,,2024-10-18T11:27:55,false,8,,2,,,,RUE,DOCTEUR SIMON PIETRI,04000,DIGNE-LES-BAINS,,,04070,,,,,040701555_B,959196.4900000372,6337703.050046371,,,,,,,,,,,,,,,2023-09-29,F,,,,,68.20A,NAFRev2,N,
005650148,00041,00565014800041,O,2023-09-29,NN,,,2025-12-06T03:31:34,true,1,,6,,,,RUE,LAFAYETTE,57000,METZ,,,57463,,,,,574633720_B,931659.82,6894458.92,,,,,,,,,,,,,,,2023-09-29,A,,,,,68.20A,NAFRev2,O,68.20G
005650148,00058,00565014800058,O,2024-11-01,NN,,,2025-12-06T05:03:47,false,1,,1,,,,RUE,MAURICE HOLLANDE,51100,REIMS,,,51454,,,,,514546085_B,778970.98,6903899.23,,,,,,,,,,,,,,,2024-11-01,A,,,,,68.20A,NAFRev2,O,68.20G
005650189,00029,00565018900029,O,1990-12-14,NN,,,2024-03-22T15:40:57,false,5,PARC D'ACTIVITES,1,,,,ALL,DES CHENES,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,,,,2016-01-01,F,,,,,10.11Z,NAFRev2,O,
005650189,00037,00565018900037,O,2000-07-01,NN,,,2024-03-22T15:40:57,false,4,PARC D'ACTIVITES,5,,,,ALL,DES GENETS,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,,,,2017-06-30,F,,,,,10.11Z,NAFRev2,N,
005650189,00045,00565018900045,O,2000-01-01,NN,,,2024-03-22T15:40:57,false,4,LE MOULIN DU PRE,,,,,RTE,DE BARCELONNETTE,05000,GAP,,,05061,,,,,,,,,,,,,,,,,,,,,,2009-12-31,F,,,,,47.22Z,NAFRev2,N,
005650189,00052,00565018900052,O,2016-01-01,NN,,,2024-03-22T15:40:57,true,2,PARC D'ACTIVITES,3,,,,ALL,DES CHENES,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,,,,2017-06-30,F,,,,,47.22Z,NAFRev2,O,
005650189,00060,00565018900060,O,2016-01-01,NN,,,2024-03-22T15:40:57,false,2,ZAC PLAN ROMAN,11,,,,ALL,DES ROMARINS,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,,,,2017-06-30,F,,,,,10.11Z,NAFRev2,N,
005670062,00032,00567006200032,O,1999-03-01,NN,,,2024-03-30T14:55:24,true,4,,31,,,,AVENUE,DU GENERAL DE GAULLE,44380,PORNICHET,,,44132,,,,,441320550_B,296389.88482727483,6698982.526040586,,,,,,,,,,,,,,,2017-12-25,F,,,,,68.20B,NAFRev2,N,
005670104,00016,00567010400016,O,,NN,,,2024-04-25T09:41:22,true,1,,,,,,PL,DE LA MAIRIE,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,
005670112,00019,00567011200019,O,,NN,,,2024-03-30T03:37:40,true,1,,89,,,,RUE,DE CERTE,44570,TRIGNAC,,,44210,,,,,442100110_C,,,,,,,,,,,,,,,,,1990-06-09,F,,,,,62.43,NAP,N,
005670120,00012,00567012000012,O,,NN,,,2024-03-30T04:45:16,true,1,,,,,,PL,DU MARECHAL LECLERC,44380,PORNICHET,,,44132,,,,,441320825_C,,,,,,,,,,,,,,,,,,F,,,,,64.49,NAP,N,
005670161,00016,00567016100016,O,,NN,,,2024-03-30T12:09:11,true,1,,62,,,,RUE,JEAN JAURES,44600,SAINT-NAZAIRE,,,44184,,,,,441843360_B,306240.0525365777,6699622.859847346,,,,,,,,,,,,,,,1987-11-14,F,,,,,62.43,NAP,N,
005670252,00013,00567025200013,O,,NN,,,2024-03-30T04:15:19,true,1,,,,,,AVENUE,RENE COTY,44600,SAINT-NAZAIRE,,,44184,,,,,441845265_B,306810.291208403,6698821.9629188925,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N,
005670278,00018,00567027800018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.73,NAP,N,
005670310,00019,00567031000019,O,,NN,,,2024-03-30T07:12:43,true,1,,57,,,,CHEMIN,DE BERT,44600,SAINT-NAZAIRE,,,44184,,,,,441840610_B,308217.41844982124,6701924.943187956,,,,,,,,,,,,,,,1988-12-31,F,,,,,87.03,NAP,N,
005670468,00015,00567046800015,O,,NN,,,2024-03-30T00:14:02,true,1,,46,,,,AVENUE,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,441840060_B,306407.88069532096,6699461.592324142,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,
005670542,00017,00567054200017,O,1956-01-01,NN,,,2024-03-30T09:34:38,true,1,,16,,,,RUE,DU DOLMEN,44780,MISSILLAC,,,44098,,,,,44098xx5c_B,307778.2611269205,6719412.023670895,,,,,,,,,,,,,,,2001-12-31,F,,,,,55.4B,NAF1993,N,
005670617,00017,00567061700017,O,,NN,,,2024-03-30T11:37:05,true,1,,,,,,RUE,BAPTISTE MARCET,44570,TRIGNAC,,,44210,,,,,442100038_B,308407.8190412711,6703058.03052958,,,,,,,,,,,,,,,1975-10-24,F,,,,,81.21,NAP,N,
005670773,00018,00567077300018,O,,NN,,,2024-03-29T23:49:39,true,1,,6,,,,QUAI,SURCOUF,44130,BLAIN,,,44015,,,,,440150820_B,341237.3333414339,6718569.029871893,,,,,,,,,,,,,,,1991-03-31,F,,,,,81.21,NAP,N,
005670872,00018,00567087200018,O,,NN,,,2024-03-29T23:22:02,true,1,,,,,,RUE,DE L'ILE DU LIN,44600,SAINT-NAZAIRE,,,44184,,,,,441843100_B,306534.6648236315,6699084.849238456,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.43,NAP,N,
005670898,00013,00567089800013,O,,NN,,,2024-03-30T06:07:31,true,1,,15,,,,RUE,HENRI BRISSON,44600,SAINT-NAZAIRE,,,44184,,,,,441842830_B,305481.9017218848,6699591.430378771,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,
005670922,00011,00567092200011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44360,VIGNEUX-DE-BRETAGNE,,,44217,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.40,NAP,N,
005670948,00016,00567094800016,O,,NN,,,2024-03-30T13:51:00,true,1,,,,,,RUE,FERDINAND BUISSON,44600,SAINT-NAZAIRE,,,44184,,,,,441841950_B,304216.2218363381,6697255.197584168,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N,
005671037,00017,00567103700017,O,,NN,,,2024-03-30T15:00:34,true,1,,23,,,,AVENUE,VICE AMIRAL HALGAN,44480,DONGES,,,44052,,,,,440520740_B,316871.0603145931,6703250.989168804,,,,,,,,,,,,,,,1990-12-31,F,,,,,64.45,NAP,N,
